101|2147|2|1001||1|1|streq|AIRFR||AND||||Oct 17 2011  5:52PM|
101|2147|3|4914||1|1|notempty|||AND||||Oct 17 2011  5:52PM|
101|2148|1|4916||1|1|gt|1.0||||||Apr 20 2010  5:56PM|
101|2148|2|1001||1|1|streq|AIRFR||AND||||Apr 20 2010  5:56PM|
101|2148|3|4914||1|1|notempty|||AND||||Apr 20 2010  5:56PM|
101|2150|1|2753||1|1|empty|||||||Apr 20 2010  5:56PM|
101|2150|2|2724||1|1|streq|N||AND||||Apr 20 2010  5:56PM|
101|2151|1|2725||1|1|streq|N||||||Apr 20 2010  5:56PM|
101|2151|2|2724||1|1|streq|N||AND||||Apr 20 2010  5:56PM|
101|2152|1|2628||1|1|streq|N||||||Apr 20 2010  5:56PM|
101|2153|1|2631||1|1|streq|Y||||||Apr 20 2010  5:56PM|
101|2154|1|2831||1|1|streq|1342||||||Apr 20 2010  5:56PM|
101|2155|1|2633||1|1|streq|Y||||||Mar  7 2007  9:47PM|
101|2156|1|2633||1|1|streq|Y||||||Mar  7 2007  9:47PM|
101|2157|1|2633||1|1|streq|Y||||||Mar  7 2007  9:48PM|
101|2158|1|2633||1|1|streq|Y||||||Mar  7 2007  9:48PM|
101|2159|1|4540||3|1|streq|EMPL||||||Sep 10 2013  1:47PM|
101|2159|2|4539||1|2|streq|COMP||AND||||Jun 26 2007  6:26AM|
101|2159|3|4540||2|1|streq|COMP||OR||||Jun 26 2007  6:26AM|
101|2159|4|4539||1|3|streq|EMPL||AND||||Sep 10 2013  1:47PM|
101|2159|5|5143||1|1|streq|N||AND||||Sep 10 2013  1:47PM|
101|2169|1|5144||1|1|streq|N||||||Sep 10 2013  1:47PM|
101|2170|1|4838||2|2|strne|Y||||||Sep 10 2013  1:47PM|
101|2170|2|5144||1|1|streq|N||AND||||Sep 10 2013  1:47PM|
101|2171|1|4838||2|2|streq|Y||||||Sep 10 2013  1:47PM|
101|2171|2|5144||1|1|streq|N||AND||||Sep 10 2013  1:47PM|
101|2179|1|1179||1|1|le|0|1|||||Apr 20 2010  5:56PM|
101|2179|2|1068||1|1|streq|Y||AND||||Apr 20 2010  5:56PM|OR
101|2189|1|5143||1|1|streq|N||||||Sep 10 2013  1:47PM|
101|2190|1|5143||1|1|streq|N||||||Sep 10 2013  1:47PM|
101|2191|1|5143||1|1|streq|N||||||Sep 10 2013  1:47PM|
101|2192|1|5143||1|1|streq|N||||||Sep 10 2013  1:47PM|
101|2193|1|4540||3|1|streq|EMPL||||||Sep 10 2013  1:47PM|
101|2193|2|4539||1|2|streq|COMP||AND||||Apr 30 2007  8:35PM|
101|2193|3|4540||2|1|streq|COMP||OR||||Apr 30 2007  8:35PM|
101|2193|4|4539||1|3|streq|EMPL||AND||||Sep 10 2013  1:47PM|
101|2193|5|5143||1|1|streq|N||AND||||Sep 10 2013  1:47PM|
101|2194|1|4540||3|1|streq|EMPL||||||Sep 10 2013  1:47PM|
101|2194|2|4539||1|2|streq|COMP||AND||||Apr 30 2007  8:35PM|
101|2194|3|4540||2|1|streq|COMP||OR||||Apr 30 2007  8:35PM|
101|2194|4|4539||1|2|streq|EMPL||AND||||Apr 30 2007  8:35PM|
101|2194|5|4422||2|3|ne|0.00000000|1|AND||||Sep 10 2013  1:47PM|
101|2194|6|5143||1|1|streq|N||AND||||Sep 10 2013  1:47PM|
101|2195|1|4538||2|1|strne|CASH||||||Sep 10 2013  1:47PM|
