101|RPTNET_CON_SEC|SHD|BIS|N|N|Y||Feb  7 2015  4:07AM
101|RPTNET_PRO_AUTH|SHD|BIN|N|Y|Y||Apr 17 2010  5:42AM
101|RPTNET_PRO_SEC|SHD|BIS|N|N|Y||Feb  7 2015  4:07AM
101|SHARED_ADMIN|SHD|EMP|N|N|Y||Mar 23 2017 10:05PM
101|SHARED_ADMIN_RO|SHD|EMP|N|Y|Y||Apr 17 2010  5:42AM
101|SPONSOR|SHD|EMP|N|Y|Y||Feb  7 2015  4:07AM
101|STMT_ACCT_AUDT|EXP|EXP|Y|Y|Y||Mar 24 2012  1:54AM
101|STMT_ACCT_CLERK|EXP|EXP|Y|Y|Y||Mar 24 2012  1:54AM
101|STMT_ACCT_MGR|EXP|EXP|Y|Y|Y||Mar 24 2012  1:54AM
101|STMT_MANAGER|EXP|EXP|N|Y|N||Mar 24 2012  1:54AM
101|STMT_USER|EXP|EXP|N|Y|N||Mar 24 2012  1:54AM
101|SYSTEM|SHD|EMP|Y|N|N||May 16 2009  5:16AM
101|TAX_ADMIN|SHD|EMP|N|Y|N||Apr 17 2010  5:42AM
101|TAX_ADMIN_RO|SHD|EMP|N|Y|N||Apr 17 2010  5:42AM
101|TRAVELER|EXP|EXP|N|Y|N||May 16 2009  5:16AM
101|TRAVEL_ADMIN|EXP|EXP|Y|N|Y||Mar 23 2013  2:02AM
101|TRAVEL_MANAGER|EXP|EXP|N|N|N||Mar 23 2013  2:02AM
101|TRN_ADMIN|SHD|EMP|N|Y|N||May 19 2012  1:30AM
101|UI_PREVIEW|SHD|EMP|N|N|N||Apr 11 2015  1:39AM
101|WEBSVC_ADMIN|SHD|EMP|N|Y|N||Sep 18 2010  3:30AM
101|XPRESS_UI_PREV|EXP|EXP|N|N|N||Jul 30 2017 12:11AM
